graph_id,maxcut,C_init,C_opt,cut_P,p,beta_1,beta_2,beta_3,gamma_1,gamma_2,gamma_3
72.0,8.0,4.999999999999999,7.262885684998222,0.47053451555100667,3.0,-0.14715267823220202,-0.09836425651443419,-0.06330282469166713,-0.12334977303443795,-0.23640897662883822,-0.2660849937696521
73.0,8.0,4.499999999999999,7.2444353247023185,0.5943027407794588,3.0,-0.17164465890194658,-0.13037160735084313,-0.0806549699429982,-0.14767591992351012,-0.2767966720181081,-0.28249845010051494
74.0,8.0,4.999999999999999,7.1265586405900105,0.3274295311891515,3.0,-0.13110111305833766,-0.0849820131988205,-0.05769959885613094,-0.10149314249942734,-0.25516591453227605,-0.30503594618007124
75.0,9.0,4.999999999999999,8.296486592153098,0.6376473125824751,3.0,-0.1692161371777689,-0.14321157789603278,-0.08346517628134786,-0.12964847614819738,-0.24301567006843072,-0.23459108272906873
76.0,9.0,5.499999999999999,7.878153936703617,0.45117338071134144,3.0,-0.1463773560487033,-0.11188242585877571,-0.07329129086602673,-0.11457209021823277,-0.2446216211141181,-0.26186749353061933
77.0,8.0,4.499999999999999,7.628466241252706,0.8387247609762116,3.0,-0.1862950553498236,-0.1396609959096975,-0.07486572893207229,-0.14257953271492135,-0.2500572081342798,-0.2802123566146097
78.0,8.0,4.999999999999999,7.762550246652625,0.8930065890394114,3.0,-0.12089042721686474,0.24609620927639383,0.1295095336040359,-0.2511663613030459,-0.8386297644292386,0.1805185466035792
79.0,8.0,4.499999999999999,7.545719166646027,0.760591760314457,3.0,-0.17550808840569773,-0.14236247010745495,-0.08138463978428137,-0.14583750500636905,-0.26093470234571503,-0.2633533989716415
80.0,8.0,4.999999999999999,7.24228657471516,0.47037628322858505,3.0,-0.14801913158590932,-0.10183025560454248,-0.06446459937692897,-0.12463690381510369,-0.23229816368327869,-0.26263711758888514
81.0,9.0,4.499999999999999,8.535578296836755,0.7464150251566808,3.0,-0.19330434099257707,-0.17567227471879335,-0.0913420898559938,-0.15679539079159757,-0.24733030151541624,-0.2706379649073008
82.0,9.0,4.999999999999999,8.088763667548994,0.6508065414697568,3.0,-0.18751692460374886,-0.19492203116437812,-0.11190590122161763,-0.18888250977822768,-0.26258277724450013,-0.3280539092340193
83.0,9.0,4.999999999999999,8.55853754392953,0.8370738278775207,3.0,-0.17904758296084886,-0.1525288528912145,-0.08169178466892024,-0.13603467750060594,-0.23196282452209344,-0.23833008019242494
84.0,9.0,5.499999999999999,8.160199474411428,0.6460711212557682,3.0,-0.15440490815418165,-0.12400657287267064,-0.07935588557132685,-0.12619256045474356,-0.2271036681233145,-0.24516248149522693
85.0,10.0,5.499999999999999,9.414105155977435,0.7371689543645834,3.0,-0.1823305610548751,-0.15912717457683057,-0.08159300834038337,-0.14111507611058471,-0.22800236720009848,-0.23591878912633585
86.0,10.0,5.999999999999999,9.029533382256144,0.6575707768250599,3.0,-0.17682564544208834,-0.17551301804940064,-0.10137463986894286,-0.16568997139659264,-0.24515963157037077,-0.29289530052030865
87.0,7.0,3.4999999999999996,6.395330939435809,0.5680575677010602,3.0,-0.184437759940854,-0.14641363641387034,-0.07520309221250697,-0.16598101360081477,-0.3051101574086576,-0.34102755748776803
88.0,6.0,3.4999999999999996,5.796844290245507,0.845992164341395,3.0,-0.1671854345606545,-0.10458050449690062,-0.0660392684894976,-0.16180634485937997,-0.3553250223501403,-0.38259698970978906
89.0,6.0,3.4999999999999996,5.681492092208411,0.722262579100017,3.0,-0.16809139967193232,-0.10891214566004417,-0.060314552392097966,-0.17713228896779123,-0.3465367049617922,-0.4025789783406083
90.0,6.0,3.9999999999999996,5.900149782143848,0.9311302105432797,3.0,-0.14171150596220655,-0.07821888846912259,-0.04523844229781333,-0.1433611596764538,-0.2960453304993658,-0.35069395503592765
91.0,7.0,3.9999999999999996,6.689258861520273,0.8354534486650065,3.0,-0.15080535924985794,0.1470179072403272,0.24825683579808053,-0.14746348382606855,-0.3760635890455474,0.10372868596338686
92.0,7.0,3.9999999999999996,6.24398597579201,0.39922223121548517,3.0,-0.14794552630854013,-0.10748780635990193,-0.07037839964385657,-0.15067404910312887,-0.27723642816595295,-0.31636340290614406
93.0,7.0,3.4999999999999996,6.396857700837806,0.5273959505427593,3.0,-0.1905478965366591,-0.15549204792609322,-0.07956642144093666,-0.16797547105076402,-0.31119119830529196,-0.36021117833921396
94.0,7.0,3.9999999999999996,6.183700226600211,0.36626471475037087,3.0,-0.15491722784353187,0.1565011513159262,-0.24428406332512356,-0.14125574872145572,-0.39696762229768556,0.0987092871023417
95.0,7.0,4.499999999999999,6.47832331592899,0.5831107131600565,3.0,-0.0571941359599984,0.10590876173574591,0.06734612462091627,-0.278075019193796,0.5399070276850886,0.3934271083968247
96.0,8.0,3.9999999999999996,7.293851905383848,0.6832088979576794,3.0,-0.1817114783592579,-0.14190402597600393,-0.07672192935307803,-0.1638939658429253,-0.26615198578344823,-0.29441899891554557
97.0,8.0,4.499999999999999,7.14592928348025,0.40023571110351963,3.0,-0.15922523739691477,-0.1137869548853853,-0.07545436260759275,-0.14241294939804386,-0.23522984456738238,-0.25689962878029465
98.0,8.0,4.999999999999999,7.040185687469295,0.31153865600573444,3.0,-0.14041421797281617,0.16464056063277419,-0.23905343180676047,-0.12434438145897833,-0.3721698025119554,0.08266588440654632
99.0,7.0,4.499999999999999,6.575652827659613,0.6269925615431284,3.0,-0.14886862933522724,-0.08954583764743851,-0.05457709576703073,-0.1372451896910006,-0.2518529135334812,-0.29726677394761547
100.0,8.0,4.499999999999999,7.482879863388586,0.6767570339773608,3.0,-0.1757943640943943,-0.13910658530289083,-0.07624581352007416,-0.14161609529888028,-0.25137891644158317,-0.2705579257852322
101.0,8.0,4.499999999999999,7.142774190306971,0.6146857863569078,3.0,-0.14612607872058025,-0.11197352865810344,-0.0845151211993901,-0.1489807962778102,-0.24637397152834728,-0.2679077736375712
102.0,7.0,4.499999999999999,6.8227976337076095,0.863603051737865,3.0,-0.15880195210807416,-0.10494618494644628,-0.054819831603302206,-0.13119868031716544,-0.24450428944063923,-0.27731996392726244
103.0,8.0,4.999999999999999,7.277333101537756,0.48885022196392747,3.0,-0.15069763600490413,-0.10224079135002427,-0.0648565835504398,-0.1289290510539079,-0.2358766216273924,-0.2717271297898967
104.0,8.0,4.499999999999999,7.3105406120567995,0.3476358857212648,3.0,-0.17814655561162263,-0.122811545306507,-0.05416261428012281,-0.13201541802931285,-0.24730271911682933,-0.2962525373630725
105.0,8.0,4.999999999999999,7.7174276307511525,0.7896222732995641,3.0,-0.16275913808215095,-0.11527973745766949,-0.05970916990286704,-0.12096895561654716,-0.2211019982138556,-0.23883963008458614
106.0,8.0,5.499999999999999,7.855787057814006,0.9488866209303727,3.0,-0.138480813888493,0.15396568349010167,-0.24553909693533288,-0.11680205982451466,-0.3164684368853717,0.06922344528572735
107.0,7.0,3.4999999999999996,6.427855164824673,0.6918443766671785,3.0,-0.1846319090570885,-0.1539463148679299,-0.09289436914916485,-0.1777970098227389,-0.3059024398317146,-0.3244087799329848
108.0,6.0,3.4999999999999996,5.8303604113542065,0.8676172456598995,3.0,-0.17929293225371187,-0.1167688326539618,-0.0527888174609807,-0.15789594431410434,-0.3167258992015491,-0.37920011737508136
109.0,7.0,3.9999999999999996,6.473437664881129,0.6293452114055433,3.0,-0.16655926251471373,-0.1187078741830057,-0.06899102663342183,-0.15744514828471418,-0.2867440402966208,-0.30978753403228004
110.0,7.0,3.4999999999999996,6.338986485686199,0.6834657105772824,3.0,-0.20232900893389508,-0.17090079784135795,-0.10589321038530251,-0.21093643012472804,-0.3426121001576345,-0.3745153364306463
111.0,7.0,3.9999999999999996,6.196286437887369,0.30295805293652533,3.0,-0.16325535018937945,-0.0995808375708582,-0.05330336456471891,-0.14903650981511948,-0.2717267723933908,-0.3196565776791702
112.0,7.0,4.499999999999999,6.655132828425608,0.7398973529478436,3.0,-0.14890332353817332,-0.08928965814238839,-0.05212414855872053,-0.13134085577902369,-0.25031310301558773,-0.2825161896004646
113.0,7.0,3.9999999999999996,6.282340793761867,0.40474716513651054,3.0,-0.1433263912367147,-0.08973807896679295,-0.057691073834091854,-0.13688515960031,-0.29936435035014464,-0.3485873171598261
114.0,7.0,3.9999999999999996,6.5010508040644615,0.5987659901964748,3.0,-0.16684492943160767,-0.11121099453954317,-0.06060525998970184,-0.14291475701269582,-0.27771348743150126,-0.3133328863864494
115.0,7.0,3.9999999999999996,6.234560900805004,0.37627701636132904,3.0,-0.14874954502822252,-0.09800649106666173,-0.06294333293239816,-0.15033839625193693,-0.29023093636658637,-0.34442146757387454
116.0,7.0,4.499999999999999,6.669173139680796,0.7702076710240129,3.0,-0.13830628948836746,-0.08645721310028859,-0.05543637737475951,-0.11337830871063563,-0.2794306203786109,-0.33858064071186117
117.0,8.0,3.9999999999999996,7.3603784792677,0.7464953557017447,3.0,-0.1871685858601837,-0.15554922600303756,-0.09343033548073786,-0.16705356629991944,-0.2678260382458742,-0.28934673303003283
118.0,8.0,4.499999999999999,7.017129110870126,0.44512528595892126,3.0,-0.16406368754718118,-0.11654659077723685,-0.07025939566938448,-0.13858508197387528,-0.2471085651165863,-0.2811505120498548
119.0,8.0,4.999999999999999,7.1090359408745085,0.27809323833345756,3.0,-0.13723730654423752,-0.0841749007940762,-0.053366340171245884,-0.120167000483162,-0.26125427572255333,-0.31659040923034587
120.0,7.0,4.499999999999999,6.635098896381002,0.6917035246863593,3.0,-0.1607221054752191,-0.10059427325685415,-0.05547699971417063,-0.14271471304677413,-0.26083669464421994,-0.2991159573414096
121.0,7.0,4.999999999999999,6.867546595600322,0.8930892022861705,3.0,-0.146723036062322,-0.0811969526852466,-0.04155161978326825,-0.11076817272266508,-0.22113386343079594,-0.2741965186149683
122.0,7.0,4.499999999999999,6.829666917693442,0.890086336671615,3.0,-0.09644224024471022,0.08601415904364894,-0.09306226833485078,-0.1454008770282975,0.5659531915643691,0.9955571727122313
123.0,8.0,4.499999999999999,7.215218795530006,0.4994641580282668,3.0,-0.16289993687333096,-0.1230027573778061,-0.07219854501619723,-0.13985681928813984,-0.2646339101285562,-0.28487387298026984
124.0,7.0,4.499999999999999,6.6499752724790335,0.7165177124446188,3.0,-0.1412187610635983,-0.0876908789787631,-0.05512356586716821,-0.1340700047049185,-0.2695601183931822,-0.31437254563224515
125.0,8.0,4.999999999999999,7.144139688581492,0.2987551025682877,3.0,-0.1309660829635775,-0.08462542642150166,-0.06038360698418919,-0.11742468162367911,-0.24399840302911482,-0.30267989497647246
126.0,8.0,4.499999999999999,7.290189048207093,0.4827984413277722,3.0,-0.16644068024136252,-0.12088954053533285,-0.06661813584577254,-0.1398752016181898,-0.26922514149767757,-0.29667479262537
127.0,8.0,4.999999999999999,7.480658547283401,0.6428007785310172,3.0,-0.15459048571706407,-0.10766875890893914,-0.06217821846542445,-0.127332057631102,-0.23586918800730386,-0.2554147212724301
128.0,8.0,5.499999999999999,7.571344963525718,0.646499991862203,3.0,-0.13897002900818609,-0.08547968014271108,-0.05425640210007698,-0.11010791776161066,-0.2244094555473955,-0.27336372522775126
129.0,7.0,3.9999999999999996,6.681694162218878,0.7278210102451643,3.0,-0.1873865801694023,-0.1334352371965207,-0.06270002013008302,-0.155334235138042,-0.2923481831215951,-0.3568608292668407
130.0,7.0,3.9999999999999996,6.2828238544052635,0.37371356335925043,3.0,-0.17060988571367375,-0.10981310928199231,-0.058208317708182904,-0.17111377366838687,-0.3310194236250348,-0.3932020806391648
131.0,8.0,3.9999999999999996,7.390397970607406,0.7653795584790919,3.0,-0.20286786293430853,-0.17829205982394214,-0.11088177054359122,-0.18899571187681782,-0.2995724811793129,-0.3374156768978989
132.0,8.0,4.499999999999999,6.797799806276825,0.4450574996320149,3.0,-0.1641203505123813,-0.10916323579713609,-0.06546896953680799,-0.14096909564196966,-0.24100821927156693,-0.3029675924528039
133.0,8.0,4.499999999999999,7.117473198290993,0.3817402708544684,3.0,-0.17515795565088602,-0.12383587322554704,-0.06725431434301903,-0.14281154248782643,-0.26096704233270007,-0.3034931079528376
134.0,8.0,4.999999999999999,7.107919870964132,0.2305187964254127,3.0,-0.15528541974881288,-0.0922232148554769,-0.04888620044002918,-0.1160230801086161,-0.2287535090701376,-0.27205630964492644
135.0,8.0,4.499999999999999,7.126320990219823,0.5113969630591186,3.0,-0.14821184544124377,0.18208847040087692,0.21460088837501584,-0.14920514192832326,-0.33751099736231494,0.10059627183346669
136.0,8.0,4.499999999999999,7.544623535202487,0.6931875536071644,3.0,-0.17722025224442858,-0.1387937924822156,-0.07324133546655066,-0.1368113578647622,-0.25767344135720394,-0.28753567960915055
137.0,8.0,4.999999999999999,7.34681021672005,0.5073181672223832,3.0,-0.1460822176879517,-0.1028054977972591,-0.06732611248766016,-0.12394395916835173,-0.244632348578972,-0.28659196259241115
138.0,7.0,4.499999999999999,6.7178305203619395,0.8037800014067602,3.0,-0.13900242846089322,-0.0900193118659124,-0.061144060875028265,-0.1412757935798868,-0.2830068732413081,-0.30692291073761985
139.0,8.0,4.499999999999999,7.135023840572876,0.4342101498767217,3.0,-0.16351116407554986,-0.11758290387015573,-0.07048437142594052,-0.14244407705497436,-0.25544274162991576,-0.29587936566578393
140.0,8.0,4.499999999999999,7.151789591343696,0.517441481716143,3.0,-0.17057623763748114,-0.1324150252488107,-0.07961928361829486,-0.15327326504656677,-0.2710685275430434,-0.3105206978168479
141.0,8.0,4.999999999999999,7.099470863075324,0.29027308504570576,3.0,-0.1480316155715794,-0.09222743598409462,-0.053985719096330334,-0.1239698486422274,-0.2660810087894754,-0.3265053655344303
142.0,9.0,4.499999999999999,8.391797156936986,0.7965476772132968,3.0,-0.19111263964685254,-0.16965909743273389,-0.09690104292491825,-0.15451655561027036,-0.2492323395478395,-0.2824337608320941
