graph_id,maxcut,C_init,C_opt,cut_P,p,beta_1,beta_2,beta_3,gamma_1,gamma_2,gamma_3
1.0,5.0,2.5,4.975480505235999,0.9866564198471242,3.0,-0.20099564542781329,-0.12275019262520849,0.10918481389633006,-0.4393087376716982,0.23731044750115884,0.17951375083589544
2.0,5.0,2.5,4.67086691702845,0.7606469069760567,3.0,-0.15782853849649467,-0.09328160485657451,-0.07314687813926071,-0.20476868706026413,-0.3372741783237991,-0.3084024617330092
3.0,5.0,3.0,4.762546202756706,0.8493606077837763,3.0,-0.14363740659204494,-0.07917043613103603,-0.062016334924720966,-0.17653025480908185,-0.27318086408647535,-0.24921316132218516
4.0,5.0,2.5,4.654161826763171,0.7436489929832681,3.0,-0.18109061574761254,-0.11748266165393939,-0.07418368721288635,-0.17310192115446532,-0.36915760908627615,-0.3837611661606102
5.0,5.0,2.5,4.575998325077916,0.6327604721741186,3.0,-0.18251189373504106,-0.12469015638290273,-0.06816919867481565,-0.1961134832895353,-0.36875476274223024,-0.3938184243479449
6.0,5.0,3.0,4.861594110502194,0.8957682812671464,3.0,-0.14295901775370481,-0.08249872735520265,-0.05638156885298227,-0.16478196476347015,-0.31502948457003216,-0.3236821245925602
7.0,6.0,3.0,5.579452175983742,0.76532311995512,3.0,-0.17250514789467977,-0.13126235884169393,-0.07782621887536029,-0.17540865461122587,-0.287011381309435,-0.2774106259603473
8.0,6.0,3.5,5.331788069978147,0.47354965940539007,3.0,-0.06376335346180921,0.10734968867195332,0.07842934476107971,-0.3135876062522111,0.5936042578495527,0.38408824713410233
9.0,6.0,3.0,5.615011654282456,0.7612792645744917,3.0,-0.18781631704113091,-0.15638024370184517,-0.08987657009197243,-0.18001732394855133,-0.3185464439062999,-0.3335860771762114
10.0,6.0,3.5,5.360056264852286,0.40545063085931554,3.0,-0.14548081745978506,-0.08959101576004648,-0.06091597045824247,-0.15075292053058867,-0.2649921490256831,-0.29679480980484557
