graph_id,maxcut,C_init,C_opt,cut_P,p,beta_1,beta_2,beta_3,gamma_1,gamma_2,gamma_3
1.0,7.0,3.5,6.984742807253832,0.9952420003194389,3.0,-0.2058072325089677,-0.12915493246527737,0.10259756255498195,-0.45016096722875054,0.1668775184665145,0.13299924300252758
2.0,7.0,3.5,6.612762619843292,0.6337577279143722,3.0,-0.1070398782722899,-0.12650695577365334,0.12911520450891759,0.8924534830469568,0.5993785392170777,0.9972119868495869
3.0,7.0,4.0,6.659578081483635,0.8883460096961553,3.0,-0.10863739697390218,-0.05313052485160524,0.09519598841998002,-0.42514519226300246,0.2270919262275475,0.6417257501779314
4.0,7.0,3.5,6.40509595856313,0.6135579718325368,3.0,-0.13192240111622672,-0.08933889843407765,-0.06828513540429054,-0.18536308964579515,-0.2958163371312196,-0.24873708539441847
5.0,7.0,3.5,6.297837052014078,0.4768631190097104,3.0,-0.15085790162718865,-0.08654480495263218,-0.06802154487658292,-0.18977343499534355,-0.28750030472919885,-0.25146887750185215
6.0,7.0,4.0,6.586899409005123,0.7411227602430945,3.0,-0.10683342037702898,0.06834706386250512,-0.07125368952646484,-0.16850354293066103,0.577698434414382,-0.990536103314075
7.0,8.0,4.0,7.189110416546871,0.6331815123732042,3.0,-0.15066910559198443,-0.09946674887105501,-0.07631405061590951,-0.1725180367485919,-0.25183424404807786,-0.20506423836831636
8.0,8.0,4.5,7.034019731722173,0.35839343652808736,3.0,-0.10910605279581378,-0.07761534203773873,0.06777737501109136,-0.1372277162038729,-0.31148963060034024,0.7861453508790276
9.0,7.0,3.5,6.618976123630765,0.636557249357606,3.0,-0.10968507572132415,0.12875239182020887,-0.12602421963270327,0.8860234447178247,-0.38977959857434774,0.9951642872847385
10.0,7.0,3.5,6.33359919767637,0.4804110998271018,3.0,-0.15867674667676177,-0.10292521997836165,-0.06527651316704842,-0.1737811468910175,-0.3198366122688373,-0.30613584449924364
11.0,7.0,4.0,6.672712899014215,0.8114487948772662,3.0,-0.13733066848076383,-0.0857336298151961,-0.06461252838100376,-0.16827638613960305,-0.2863770011362443,-0.2682623409434154
12.0,8.0,4.0,7.070013377731093,0.5032759087258983,3.0,-0.1637568316078822,-0.1121262116433308,-0.07204759392152214,-0.16069199077674087,-0.2612356435586258,-0.2412412608555353
13.0,8.0,4.5,7.140311761007777,0.3026029913892624,3.0,-0.10320961817184396,0.08990884274704042,-0.09917931936661777,-0.14515800839936022,0.5675848083199151,-0.9766781371088208
14.0,9.0,4.5,8.047465372968453,0.594669947586879,3.0,-0.16357989773610226,-0.11934214353828433,-0.07815970583886493,-0.14753687892600617,-0.2267332417921111,-0.1995868561565106
