graph_id,maxcut,C_init,C_opt,cut_P,p,beta_1,gamma_1
82.0,8.0,4.5,6.1228629334847,0.10928778939462003,1.0,-0.11625819615685484,-0.20319743758862077
83.0,8.0,5.0,6.4780524893069895,0.1678107726316184,1.0,-0.10870934916886443,-0.18665810677611092
84.0,9.0,5.0,6.588895060287602,0.06914527014837141,1.0,-0.11312946554730573,-0.1900981854962445
85.0,9.0,5.5,6.9081770998677445,0.05381056855832819,1.0,-0.10324357713819078,-0.17293715315235855
86.0,7.0,3.5,5.2403923791623885,0.10520304352986361,1.0,-0.1250000001874173,-0.26072026475807897
87.0,8.0,4.0,5.715691613133902,0.08906482366329091,1.0,-0.12499999922081913,-0.2318349662180269
88.0,7.0,4.0,5.800095114664569,0.31906434626178715,1.0,-0.12500000451603524,-0.23766581766132364
89.0,8.0,4.5,6.158773311295988,0.12207507442172151,1.0,-0.11903646833565099,-0.21433412443585403
90.0,8.0,4.0,5.8000951146645665,0.113164789403005,1.0,-0.1250000000135554,-0.2376658287701357
91.0,8.0,4.5,6.039563939916474,0.08696353815391002,1.0,-0.11314361949884501,-0.21339644386585926
92.0,8.0,4.5,6.365796676526298,0.2038023061830619,1.0,-0.1250000000245175,-0.22194304789025668
93.0,8.0,5.0,6.641171985001621,0.32496871538070854,1.0,-0.11497699013971632,-0.20175904665951805
94.0,7.0,4.0,5.5418792105437795,0.2046303085234898,1.0,-0.11893555550221771,-0.22934420339322678
95.0,7.0,4.0,5.567736350715269,0.1826336689729181,1.0,-0.11647553674295462,-0.2253665531360008
96.0,8.0,4.5,5.995418632585742,0.06353030057355329,1.0,-0.11288708962802707,-0.204555720398798
97.0,8.0,4.0,5.746733219593071,0.09566140897754946,1.0,-0.1250000009975551,-0.2320778287822646
98.0,8.0,4.5,6.014549079526686,0.07784413596957815,1.0,-0.11385328376283081,-0.2095544721369434
99.0,8.0,4.5,6.166340884418657,0.12727140903999234,1.0,-0.11810763079587334,-0.2116789947266806
100.0,8.0,5.0,6.502935931864804,0.19331535468492897,1.0,-0.10983854137097662,-0.19238014826371352
101.0,9.0,4.5,6.318128339274129,0.10617594304563541,1.0,-0.12499999996756456,-0.21650473270416662
102.0,9.0,5.0,6.512337543367284,0.08012310723444363,1.0,-0.11029744332393589,-0.19405740223425966
103.0,9.0,5.0,6.758018180508369,0.14507114457365725,1.0,-0.11923051310193879,-0.20142734080607164
104.0,9.0,5.5,7.021385907102216,0.11131073803491917,1.0,-0.10758511724257482,-0.18207006989958144
105.0,8.0,4.5,6.015883869102696,0.06301591343986943,1.0,-0.11186384411850585,-0.2027491374835859
106.0,8.0,5.0,6.399078234046814,0.1523965319962804,1.0,-0.10538682752967202,-0.18581110226482744
107.0,9.0,5.0,6.625842411539799,0.07074023980808758,1.0,-0.11351939935240293,-0.1920028535562853
108.0,9.0,5.5,6.936837811473496,0.05811074489417765,1.0,-0.10372393689940644,-0.17560013383989875
109.0,9.0,5.0,6.757940824554931,0.13280231876629683,1.0,-0.1180146520176328,-0.1958709443542037
110.0,9.0,5.5,7.030943866089078,0.10663818381455561,1.0,-0.10720992199540795,-0.17975227399250213
111.0,10.0,5.5,7.226895650226666,0.08015004591012417,1.0,-0.11477580735442891,-0.18383548946225997
112.0,10.0,6.0,7.477315486381276,0.0625959456257154,1.0,-0.10252261308019539,-0.16729898092028403
113.0,8.0,4.5,6.384194242775371,0.20912398579118488,1.0,-0.12499999572778016,-0.22073134417134188
114.0,8.0,5.0,6.657394207007672,0.3361456448743851,1.0,-0.11522284261877032,-0.2018647788200445
115.0,9.0,5.0,6.965040022470966,0.23535983745658412,1.0,-0.12499999997239455,-0.2086756569291558
116.0,9.0,5.5,7.170512477616109,0.1857681601116444,1.0,-0.1124095816206143,-0.19172149097757873
117.0,8.0,4.5,6.165420180794742,0.12082056926871942,1.0,-0.11731549874186838,-0.20777819776134027
118.0,8.0,5.0,6.50673931035983,0.1873709463013084,1.0,-0.10951879760817174,-0.19033679550834504
119.0,9.0,4.5,6.33692264654043,0.10659538165455378,1.0,-0.12499999987865434,-0.21564735753832595
120.0,9.0,5.0,6.5293272291098186,0.085486115756421,1.0,-0.11060345960917968,-0.19492814174764522
121.0,9.0,5.0,6.775215251830005,0.14134656483758545,1.0,-0.11872128028878476,-0.19860675758708116
122.0,9.0,5.5,7.040732486749016,0.11501983747859043,1.0,-0.1076415075206168,-0.18178129675854698
123.0,10.0,5.0,6.922426384729294,0.11973047041454263,1.0,-0.1250000005827317,-0.20405575009772883
124.0,10.0,5.5,7.053271566259413,0.09203033750924816,1.0,-0.1082320883258353,-0.18345367039918498
125.0,10.0,5.5,7.374601425512183,0.16380572634805213,1.0,-0.11971064676734951,-0.19116077431162232
126.0,10.0,6.0,7.576958964247265,0.12884088109050468,1.0,-0.10617019503982493,-0.17421304308653876
127.0,10.0,5.5,7.242176301938031,0.08055955472015489,1.0,-0.1149231696969625,-0.1842793021631984
128.0,10.0,6.0,7.489891569777153,0.06461168092177359,1.0,-0.10273598710962091,-0.1683449912119252
129.0,11.0,6.0,7.847646654930504,0.09197688341806137,1.0,-0.11599074884278804,-0.17793879733237522
130.0,11.0,6.5,8.041182102791204,0.07116664322205828,1.0,-0.10197728099967872,-0.1620295688257753
131.0,10.0,5.5,7.5561404620751045,0.2695260300479169,1.0,-0.12499999995047992,-0.19884890394294974
132.0,10.0,6.0,7.704006096586625,0.21308274302709124,1.0,-0.11043878999632356,-0.1834049535684612
133.0,10.0,5.5,7.37464208196559,0.15752679238885456,1.0,-0.11923024892480057,-0.18908940796557497
134.0,10.0,6.0,7.581775744368848,0.1263005995505907,1.0,-0.10605031254831085,-0.173445611868884
135.0,11.0,5.5,7.517387325928517,0.13535007773223706,1.0,-0.1250000160166547,-0.1947737371984459
136.0,11.0,6.0,7.594974038478213,0.102453310142436,1.0,-0.1066551752388367,-0.17466733842930432
137.0,11.0,6.0,7.9793576486727895,0.18435661939715997,1.0,-0.12010640405493037,-0.18325052001452405
138.0,11.0,6.5,8.130414901441775,0.14500606530168095,1.0,-0.10509833009089493,-0.16758731957270495
139.0,12.0,6.5,8.45653297437296,0.10530897305871989,1.0,-0.11692169062078367,-0.17279471909341051
140.0,12.0,7.0,8.600732780780666,0.07965995580303581,1.0,-0.10153675066711015,-0.1571013702651622
141.0,7.0,3.5,5.180192032920564,0.08691854394818269,1.0,-0.12500000062185684,-0.2558959880881403
142.0,7.0,3.5,5.240392379162391,0.09876729415673381,1.0,-0.12499998362937081,-0.2607202454264649
143.0,8.0,4.0,5.800095114664571,0.10162139297033271,1.0,-0.12499998848410945,-0.2376658090963565
144.0,7.0,4.0,5.567736350715271,0.17771227518766713,1.0,-0.1164755787851461,-0.22536651058191015
145.0,7.0,3.5,5.301549325187884,0.11385523249044503,1.0,-0.12499999962094788,-0.26460346964443
146.0,7.0,4.0,5.618699151426901,0.2024755513202919,1.0,-0.11660226759171775,-0.23233771304622783
147.0,7.0,4.5,6.029667908342293,0.37656902723362756,1.0,-0.1114800967311919,-0.2063749844185724
148.0,8.0,4.5,6.212142580033047,0.22396097245005042,1.0,-0.11819260611769307,-0.2180060207882706
149.0,8.0,4.5,6.02966790834229,0.07271252653585619,1.0,-0.11148008026753883,-0.20637492748113515
150.0,8.0,4.0,5.855226143227445,0.11859138702889656,1.0,-0.12500000134508096,-0.24275970504461497
151.0,8.0,4.5,6.0730911139684745,0.08271044558785497,1.0,-0.11159054001483812,-0.21358913566351745
152.0,8.0,5.0,6.524870696703073,0.1592766266471649,1.0,-0.10826360936916571,-0.19290886655596526
153.0,9.0,4.5,6.41548399079908,0.1260124547869269,1.0,-0.12499999738063465,-0.22720633530620565
154.0,9.0,5.0,6.675950708742969,0.09139004551148625,1.0,-0.11371023296040637,-0.2036472452092385
155.0,9.0,5.5,7.037795483747978,0.06686325568604592,1.0,-0.10607067617650277,-0.18269738189240742
156.0,9.0,4.5,6.336922646540422,0.10137514378821613,1.0,-0.12499999699861282,-0.21564736031945608
157.0,8.0,4.5,6.18841457654537,0.12288739002276337,1.0,-0.11831944352945262,-0.21216027844280722
158.0,8.0,5.0,6.528815428632495,0.1962342883938092,1.0,-0.10980314819159546,-0.192506659287261
159.0,9.0,5.0,6.7941747515202,0.14092617876796554,1.0,-0.11951888158611507,-0.2018567516662692
160.0,8.0,4.5,6.053657968178516,0.08057248842122637,1.0,-0.11182589929850612,-0.20817986234677766
161.0,9.0,5.0,6.523354100597182,0.07528413958898557,1.0,-0.10957615342170056,-0.1902716022249174
162.0,8.0,4.5,6.4147723810568005,0.229387435696014,1.0,-0.12500001156464183,-0.22164347196709025
163.0,8.0,5.0,6.675415362977724,0.3350898777335611,1.0,-0.11412991430931654,-0.19938061887318817
164.0,9.0,5.5,7.050849918180634,0.10914161156060306,1.0,-0.10741630546244844,-0.18165293488690237
165.0,9.0,5.0,6.994452522351236,0.08483341736977147,1.0,-0.1250000000140247,-0.21009945513558365
166.0,9.0,5.5,7.2840594075016,0.2572492507634835,1.0,-0.11577577081885938,-0.19200327804111267
167.0,9.0,6.0,7.583183922721427,0.35261315287259315,1.0,-0.10580416051498617,-0.17405447605361907
168.0,9.0,4.5,6.4147723810568165,0.11994884654807389,1.0,-0.12499999977932325,-0.22164344548434273
169.0,9.0,5.0,6.559972873674488,0.08657613874935663,1.0,-0.1086663551853604,-0.19430705476669763
170.0,7.0,4.5,6.033771941588624,0.35872918492311895,1.0,-0.11095967267717868,-0.20372415425598026
171.0,8.0,4.0,5.886097365844787,0.12517043293133792,1.0,-0.12500000509353595,-0.2420554745339519
172.0,8.0,4.5,6.097775439090261,0.09118602497391526,1.0,-0.11198713204034687,-0.21515506076211285
173.0,8.0,4.5,6.23939467629241,0.22353635589780135,1.0,-0.11743940308045499,-0.21508517060882756
174.0,8.0,5.0,6.55082484237037,0.16657890320723975,1.0,-0.1082491015401726,-0.1932271956681982
175.0,9.0,4.5,6.464227338288193,0.13635201570917999,1.0,-0.12500000212748708,-0.2262555984973238
176.0,9.0,5.0,6.5981767853145525,0.09777146899213061,1.0,-0.10878280506221406,-0.20064967033808345
177.0,9.0,5.0,6.844288787081437,0.25721191492364426,1.0,-0.11881487652950734,-0.20552715842091723
178.0,9.0,5.5,7.075522945227236,0.19002965394820237,1.0,-0.10627317817297322,-0.1839137426092062
179.0,8.0,4.5,6.015239790407668,0.06812257306526676,1.0,-0.11019815923689796,-0.1996794672513818
180.0,8.0,4.0,5.886097365844798,0.12400576964743276,1.0,-0.12499999980066837,-0.24205546985857013
181.0,8.0,4.5,6.234350419938076,0.23352850777768322,1.0,-0.11842376295694211,-0.21815507176215293
182.0,8.0,4.5,6.084354700344546,0.07906710528351119,1.0,-0.11031897494652676,-0.2081633235006162
183.0,8.0,5.0,6.53655129017784,0.15520404641647298,1.0,-0.10767302198513044,-0.1900967574519791
184.0,9.0,4.5,6.464227338288195,0.13451508132550957,1.0,-0.12499999999475049,-0.22625559989926167
185.0,9.0,5.0,6.716040700692293,0.10591606011062024,1.0,-0.1142696813566725,-0.20536701921646977
186.0,9.0,5.0,6.70787930137823,0.0931101905931857,1.0,-0.11286418726198569,-0.2006890534640925
187.0,9.0,5.5,7.067567224544867,0.07146017515758069,1.0,-0.10594019194956661,-0.18266029928834382
188.0,10.0,5.0,7.039430510673155,0.1468954671083348,1.0,-0.12499999928134298,-0.21450922853954837
189.0,10.0,5.5,7.215954527799752,0.1113222750068219,1.0,-0.11122349973735923,-0.1943006382269397
190.0,10.0,5.5,7.317254618383071,0.10618425772528955,1.0,-0.11470611103456606,-0.19401796242398256
191.0,10.0,6.0,7.601758613557576,0.080329467422391,1.0,-0.10462549723282623,-0.17583330981870604
192.0,10.0,5.5,7.057542508066051,0.08479275057517643,1.0,-0.10729420121384643,-0.17943701939469064
193.0,9.0,5.5,7.057481827489907,0.1081770745236412,1.0,-0.10723449387338428,-0.18098803653034437
194.0,9.0,5.0,7.013542286059599,0.2642000723675867,1.0,-0.12499998223439888,-0.20973565353766505
195.0,9.0,5.5,7.196912220398192,0.19787304104001924,1.0,-0.11135529801556884,-0.189577150204444
196.0,10.0,5.5,7.410146548010768,0.15976422207136523,1.0,-0.11992463054781127,-0.1922010580821714
197.0,10.0,6.0,7.599631929917901,0.1251460241444104,1.0,-0.10574854861160102,-0.1733294980852686
198.0,9.0,5.5,7.047005090828327,0.10243878354825009,1.0,-0.10679805005772891,-0.1787050602439802
199.0,9.0,5.0,7.013542286059589,0.10141817677558694,1.0,-0.125000013898551,-0.20973563756246874
200.0,9.0,5.5,7.300144701787318,0.27218398608746686,1.0,-0.11596387465881398,-0.19241219275096524
201.0,9.0,5.5,7.2929236084402005,0.25451371867057637,1.0,-0.11496558222336328,-0.18908435950908362
202.0,9.0,6.0,7.595562430583944,0.35143997979384384,1.0,-0.10556298530034942,-0.17304845461073473
203.0,10.0,5.5,7.603352824568075,0.10778773101402186,1.0,-0.12500001172790967,-0.2005637797521873
204.0,10.0,6.0,7.81773051063899,0.08099001177398682,1.0,-0.11334522981274073,-0.18464050206942553
205.0,10.0,6.0,7.906507399124754,0.30025839984585717,1.0,-0.11643076368185645,-0.1838211957701814
206.0,10.0,6.5,8.14261383997728,0.23549651707425506,1.0,-0.10458201627854162,-0.16763082297227555
207.0,8.0,4.0,5.74673321959307,0.09162436165433167,1.0,-0.12499999987364789,-0.23207782906865335
208.0,7.0,4.0,5.8000951146645585,0.3170255164521519,1.0,-0.1249999997230655,-0.2376658302389942
209.0,7.0,3.5,5.301549325187878,0.11440896003881526,1.0,-0.1250000152957226,-0.26460350077293315
210.0,7.0,4.0,5.618699151426899,0.2023690319255338,1.0,-0.11660226884306604,-0.23233771769752323
211.0,8.0,4.5,6.166340884418656,0.11979695779253038,1.0,-0.11810763075206206,-0.21167897935929333
212.0,8.0,4.0,5.855226143227457,0.12161763110984256,1.0,-0.12500000006845946,-0.24275973390520894
213.0,8.0,4.5,6.212142580033045,0.0901208894992285,1.0,-0.11819270194781793,-0.2180057255582902
214.0,8.0,5.0,6.636129169899626,0.2291243688945211,1.0,-0.11362926728854321,-0.19728388620601187
215.0,7.0,4.0,5.599745264396751,0.2146907760596063,1.0,-0.1180147000614108,-0.2328434013001624
216.0,8.0,4.5,6.0283755067250695,0.06664136019111898,1.0,-0.11325280394511182,-0.20908437044199407
217.0,8.0,4.5,6.1908856782000745,0.1556847155836259,1.0,-0.11923138237255308,-0.2167072398733352
218.0,8.0,4.0,5.800095114664574,0.1048486277516828,1.0,-0.12499998897646229,-0.2376658275656167
219.0,8.0,4.5,6.050510128357115,0.07401115077128416,1.0,-0.11242333808535666,-0.21136459363547772
220.0,8.0,5.0,6.517956482905196,0.19993065235297042,1.0,-0.10945282050086683,-0.19328526335625165
221.0,9.0,4.5,6.365796676526301,0.11353620859441109,1.0,-0.12499999974050435,-0.22194305339035045
222.0,9.0,5.0,6.65352076977155,0.08240649238076794,1.0,-0.11438597072669787,-0.2010274372427912
223.0,9.0,5.5,7.028509827104838,0.060864989653443335,1.0,-0.1069479230858606,-0.1819634038985993
224.0,8.0,4.5,6.018460465135972,0.0707806524536088,1.0,-0.11320962096152272,-0.2061092861327624
225.0,8.0,4.5,6.1654201807947295,0.11417692104736313,1.0,-0.11731549741034475,-0.2077782011376388
226.0,8.0,5.0,6.515935827796399,0.17728611284104978,1.0,-0.10921034496813385,-0.18974366698318829
227.0,8.0,4.5,6.213406487347371,0.07473731255985343,1.0,-0.11638828801788076,-0.21040883727974893
228.0,8.0,5.0,6.642942154625175,0.20859529296648077,1.0,-0.11276420700831419,-0.19322830935759477
229.0,8.0,5.5,7.034534825374268,0.4005318535674833,1.0,-0.10669575400843696,-0.17890994866060175
230.0,8.0,4.5,6.03325877239648,0.06582967729426228,1.0,-0.1126849887469044,-0.2063998431323703
231.0,8.0,5.0,6.421105831410717,0.16443313298180193,1.0,-0.10572891402393979,-0.18878578851009964
232.0,9.0,5.0,6.639969845676475,0.07282927410953012,1.0,-0.11414071354367696,-0.1945367720740962
233.0,8.0,4.5,6.1975726077315425,0.14031090360408216,1.0,-0.11750465776225963,-0.21058078915583095
234.0,8.0,5.0,6.531727488695171,0.19131872239621264,1.0,-0.10887221236312243,-0.1911424337706343
235.0,9.0,5.5,6.947859749056128,0.05790112713490651,1.0,-0.10357071308934032,-0.17611003915799653
236.0,9.0,5.0,6.78761077208986,0.07021717530340484,1.0,-0.11813214994778196,-0.1986096197876876
237.0,9.0,5.5,7.14109691073273,0.14802273514523218,1.0,-0.11078404456667472,-0.18333877565928475
238.0,9.0,6.0,7.484493745676372,0.19400390833059722,1.0,-0.10222488713994714,-0.16766662682314057
239.0,7.0,4.0,5.83112586129735,0.33393042757538094,1.0,-0.1249999999227874,-0.23738571649682827
240.0,8.0,4.5,6.414772381056812,0.23188735266389926,1.0,-0.12499999640724758,-0.2216434445079586
241.0,8.0,5.0,6.675415362977715,0.33362477687622916,1.0,-0.11412989709207066,-0.1993806061759154
242.0,7.0,4.0,5.617947756775586,0.18734805440117122,1.0,-0.11535355139374055,-0.22642422985921012
243.0,8.0,4.0,5.886097365844793,0.12462626973789705,1.0,-0.12500000109145837,-0.24205549875441243
244.0,8.0,4.5,6.23435041993807,0.09922260847236804,1.0,-0.11842376341133617,-0.21815507257358985
245.0,8.0,4.5,6.239394676292403,0.08742856316095604,1.0,-0.11743940305586731,-0.21508516948200018
246.0,8.0,5.0,6.658426826067889,0.22685043597683,1.0,-0.11340456560875621,-0.19603969101041824
247.0,9.0,4.5,6.464227338288201,0.13635644862229912,1.0,-0.12499999882969993,-0.2262556082127476
248.0,9.0,5.0,6.716040700692299,0.10573927016214879,1.0,-0.11426967642399435,-0.20536702140942306
249.0,9.0,5.0,6.844288787081446,0.1013326063348429,1.0,-0.11881487656706177,-0.20552715828285684
250.0,9.0,5.5,7.170899839949988,0.07642714871957335,1.0,-0.11071995746023083,-0.18736383228962844
251.0,8.0,4.5,6.074466869204232,0.08299831390550451,1.0,-0.11279326819968287,-0.21273860096431327
252.0,8.0,4.5,6.220734173506767,0.1549271056805787,1.0,-0.1185202057296554,-0.21456793419451814
253.0,8.0,5.0,6.5445159582178745,0.20788816910340455,1.0,-0.10945220774931204,-0.1936915071570155
254.0,9.0,4.5,6.4147723810568085,0.12111424968120432,1.0,-0.1249999998535746,-0.22164343901359207
255.0,9.0,5.0,6.5747704817895825,0.08873359920548153,1.0,-0.10931121118196215,-0.1973515846006473
256.0,9.0,5.0,6.82430222593143,0.176806876762594,1.0,-0.11965534221403928,-0.2042043774750443
257.0,9.0,5.5,7.066476702688322,0.13148919222828528,1.0,-0.10715852690510141,-0.1832609235327112
258.0,8.0,4.5,6.212352448068517,0.16586483562610876,1.0,-0.11941773797936518,-0.2165611344243337
259.0,8.0,4.5,6.064104585609305,0.07138515574730678,1.0,-0.11115894166483983,-0.20669034631117522
260.0,8.0,5.0,6.529907310475529,0.19572472610186772,1.0,-0.10880649815409571,-0.19033612658552798
261.0,9.0,4.5,6.41477238105681,0.11951322464340072,1.0,-0.12499999994403362,-0.22164344116053689
262.0,9.0,5.0,6.692587368416226,0.09628846240691098,1.0,-0.11489867537553365,-0.20257032770308278
