graph_id,maxcut,C_init,C_opt,cut_P,p,beta_1,beta_2,gamma_1,gamma_2
1.0,5.0,2.5,4.556661192632735,0.8675749431666577,2.0,-0.15749384707778824,-0.10895972538194647,-0.41235466390704006,-0.22529040120936944
2.0,5.0,2.5,4.505011592061195,0.5087804931600058,2.0,-0.12426358920508393,0.12451810412362666,-0.4939751686060831,0.9872301598390044
3.0,5.0,3.0,4.469371486013644,0.7095344019303778,2.0,-0.10081864508223058,0.07861990503401362,-0.30343958525977804,0.709326674483774
4.0,5.0,2.5,4.394134003935271,0.5352105451802224,2.0,-0.1316257342137646,-0.08568950533791471,-0.2505904104293196,-0.3906023049436829
5.0,5.0,2.5,4.306489313181373,0.4474404781816288,2.0,-0.15967105093125367,-0.08837227323679707,-0.23007665359656432,-0.38702489286319225
6.0,5.0,3.0,4.609260830171628,0.7143694663309355,2.0,-0.12850104134792195,-0.07693339628524809,-0.18638651394188088,-0.3459378203067322
7.0,6.0,3.0,5.1381779970195725,0.5711708294812163,2.0,-0.1652756404215824,-0.10762365340427844,-0.2111275457025597,-0.3083424660654899
8.0,6.0,3.5,5.068398494861331,0.300794693149492,2.0,-0.13200070560366084,-0.0795879095874061,-0.16592682453564211,-0.3256400848631959
9.0,6.0,3.0,5.138814311619455,0.5154624642850665,2.0,-0.17866633549982128,-0.10942362005591466,-0.20518368958712863,-0.32636321015221637
10.0,6.0,3.5,5.076365778146296,0.31322488979107255,2.0,-0.13773055644949406,-0.08001618223237365,-0.15291993976089208,-0.3111703846058518
11.0,7.0,3.5,6.139421394958961,0.6394317225896116,2.0,-0.18072033605950558,-0.12458417809742435,-0.19476441919211046,-0.27762062970764906
12.0,7.0,4.0,5.746509637320182,0.4421019759228173,2.0,-0.15926677562037922,-0.10671349717421781,-0.17693032730918648,-0.29972118495576716
13.0,8.0,4.0,7.273127818312176,0.7660034607697632,2.0,-0.18009824429933127,-0.13633008186651055,-0.19124355627559392,-0.24753070921128978
14.0,8.0,4.5,6.924148510136564,0.6448487449775346,2.0,-0.1785269990439861,-0.1170528359928842,0.7982749357646898,0.9121967487464211
15.0,5.0,2.5,4.267571276211591,0.41496459536097524,2.0,-0.15696933193252166,-0.08510388252647925,-0.22487607756233632,-0.3948873173716226
16.0,5.0,3.0,4.4550490999861205,0.5453587154556525,2.0,-0.1457586037231729,-0.0732064171061047,-0.1615290793208971,-0.3286124680886732
17.0,5.0,3.5,4.784450425120408,0.81720174972538,2.0,-0.13259802378138094,-0.05628859887765022,-0.13369515935529705,-0.2874640299924301
18.0,5.0,3.0,4.579996164471336,0.6869264711438199,2.0,-0.14157395279682283,-0.07990137184260317,-0.21596094319610512,-0.39518450895079266
19.0,5.0,2.5,4.342227090082956,0.43725100912306425,2.0,-0.18762882865722796,-0.10027498244981828,-0.2413139023308434,-0.4413239051110118
20.0,5.0,3.0,4.632503531319078,0.702498455682145,2.0,-0.13519932892160003,-0.07632671242655363,-0.19808032613059942,-0.3823822299702737
21.0,5.0,3.0,4.520902434831641,0.5881296813325868,2.0,-0.10596184790005128,0.20396786070523457,0.3996822080210849,-0.18358123005448276
22.0,5.0,3.5,4.817713442952276,0.846813988959839,2.0,-0.13648300320061907,-0.055607506633461694,-0.14145943377183784,-0.3143863063787888
23.0,6.0,3.0,5.212503694211613,0.499851874383879,2.0,-0.18219082772955777,-0.11152059367502162,-0.20618300906713943,-0.347387835710729
24.0,6.0,3.5,5.057330706868621,0.30809376488846696,2.0,-0.11610008702258552,0.2214080673195589,0.3252292048971078,-0.12285084898200627
25.0,6.0,3.5,5.464980823470411,0.7859573792726032,2.0,-0.1072916320836581,0.2081806763638103,0.4261002995316279,-0.20630614639912453
26.0,6.0,4.0,5.455482499134859,0.6107584931676188,2.0,-0.16825083976318497,-0.10056464346806354,0.8198670743172708,0.9046226541781704
27.0,6.0,3.5,5.126238122959222,0.3520445378510425,2.0,-0.12121551336900514,-0.07528139635429432,-0.17755375854981226,-0.3461206126143214
28.0,6.0,4.0,5.597242435707389,0.6912659261540798,2.0,-0.09627163054196045,-0.07083454544955826,-0.15604038178259366,-0.4263603430234489
29.0,5.0,3.0,4.820596920600472,0.8497360753120776,2.0,-0.16590837312625092,-0.0815623757809656,-0.18217804999438686,-0.3426873179483519
30.0,5.0,3.0,4.787979389039796,0.8512801927122797,2.0,-0.11038450271987241,-0.07848124993723564,-0.20975298358247496,-0.4047515511522892
31.0,6.0,3.0,5.140338654067944,0.5441056185827993,2.0,-0.17655619696338512,-0.10875953863604765,-0.206336561806556,-0.3336226068733758
32.0,6.0,3.5,5.128967787186359,0.31520145018480705,2.0,-0.12842093915974553,-0.07776720942057283,-0.16702978597846177,-0.3430278882346928
